Lab #,#/flatsat,Part Number,Description, Cost/ea ,V(in),Comments,Link,need,have,buy
x equipment,,9129B,power supply,$845 ,,triple output programmable DC power supply,https://www.digikey.com/en/products/detail/b&k-precision/9129B/5519444,5,8,
